Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
CNN,cnn,5550296508,33506045,36560958,2020-09-17 16:00:31 KST,Link,7362,1293,1426,717,417,941,100,75,23,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161296862551509,Villagers who refuse to wear masks are being forced to dig graves for victims of Covid-19 by local authorities in one part of rural Indonesia,https://cnn.it/2RxKvjU,https://edition.cnn.com/2020/09/17/asia/indonesia-coronavirus-grave-diggers-intl-hnk-scli/index.html?utm_medium=social&utm_content=2020-09-17T07%3A00%3A28&utm_term=link&utm_source=fbCNN,,Indonesians caught without a mask forced to dig graves for Covid-19 victims,,,,"12,354",1.57
CNN,cnn,5550296508,33413271,37470022,2020-08-03 22:30:45 KST,Link,2241,1591,3599,12,2260,132,2201,269,23,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161155339001509,"""As of last Thursday, we had approximately 260 employees who had been excluded from work due to a positive case or contact with a case.""",https://cnn.it/3fqbt6O,https://www.cnn.com/2020/08/03/us/gwinnett-schools-covid-employees/index.html?utm_medium=social&utm_term=link&utm_content=2020-08-03T13%3A30%3A41&utm_source=fbCNN,,260 employees in Georgia school district have tested positive for Covid-19 or been exposed,,,,"12,328",1.57
CNN,cnn,5550296508,34229089,37677002,2020-12-30 12:32:09 KST,Link,1931,2066,1512,14,1065,78,5433,133,91,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161598695711509,"The oxygen issues come as Los Angeles County sees a near-overwhelming surge of Covid-19 patients taking nearly every hospital to capacity. Nearly 7,000 patients are currently hospitalized, with about 20% of those in intensive care units.",https://cnn.it/34TDGk0,https://www.cnn.com/2020/12/29/us/california-hospital-oxygen-covid/index.html?utm_content=2020-12-30T03%3A32%3A03&utm_source=fbCNN&utm_term=link&utm_medium=social,,Oxygen supply issues forced five Los Angeles-area hospitals to declare an 'internal disaster',"Oxygen supply issues led at least five Los Angeles County hospitals to declare an ""internal disaster"" Sunday, which included turning patients away.",,,"12,323",-1.47
CNN,cnn,5550296508,33367017,37368019,2020-07-08 13:47:11 KST,Link,8360,1487,969,1221,10,147,6,27,85,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161068674526509,"""It's a mystery to me how somehow that has been wiped out of what should be ingrained in the behavior of us all. Simple things. Do your part,"" he added",https://cnn.it/3efPf72,https://www.cnn.com/2020/07/07/entertainment/tom-hanks-covid-19-interview-trnd/index.html?utm_medium=social&utm_source=fbCNN&utm_term=link&utm_content=2020-07-08T04%3A47%3A05,,Tom Hanks says wearing a mask should be so simple in first TV interview since recovering from Covid-19,,,,"12,312",1.56
CNN,cnn,5550296508,33362271,37355996,2020-07-05 20:00:21 KST,Native Video,6283,2235,2543,818,102,158,93,16,63,crosspost,267823,348258,5746195,00:03:44,https://www.facebook.com/cnn/posts/10161052638246509,"Here's how Canada controlled its Covid-19 cases as the US struggles. There's been no controversy over masks, plus ""early and widespread testing, a free health care system still building surge capacity, longer shutdowns, slower reopenings, social distancing.” https://cnn.it/3irSZpb:=:https://www.cnn.com/interactive/2020/health/coronavirus-maps-and-cases/?utm_medium=social&utm_source=twCNN&utm_content=2020-07-03T13:32:29 This first aired July 3, 2020. The numbers and statistics reflect the date it initially aired.",https://www.facebook.com/cnn/videos/319238742441794/,,,Canada has coronavirus under control while the US struggles,,,,"12,311",4.94
CNN,cnn,5550296508,32891622,35479708,2020-04-18 15:29:11 KST,Link,2999,1724,2908,578,186,3846,19,31,0,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160729978536509,"Mike Sonko, governor of the Kenyan capital city, Nairobi, confirmed that his Covid-19 care packages include a few small bottles of Hennessy. The governor justified the inclusion of alcohol as ""throat sanitizer.""",https://cnn.it/3af177f,https://www.cnn.com/2020/04/17/africa/kenya-governor-alcohol-and-coronavirus/index.html?utm_source=fbCNN&utm_medium=social&utm_term=link&utm_content=2020-04-18T06%3A29%3A06,,Kenya governor under fire after putting Hennessy bottles in coronavirus care packages, ,,,"12,291",1.56
CNN,cnn,5550296508,32741720,35220486,2020-04-06 16:01:09 KST,Link,1426,5326,1362,38,210,1326,110,2488,0,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160675289781509,"President Trump has twice tested negative for coronavirus, but has said he ""may take"" the drug hydroxychloroquine. He suggested it has protective effects against Covid-19, although researchers say there's no evidence of that.",https://cnn.it/2V4pvml,https://edition.cnn.com/2020/04/05/health/trump-lupus-hydroxychloroquine-coronavirus-protection/index.html?utm_content=2020-04-06T07%3A01%3A05&utm_medium=social&utm_source=fbCNN&utm_term=link,,Trump suggests hydroxychloroquine may protect against Covid-19. Researchers say there's no evidence of that, ,,,"12,286",1.56
CNN,cnn,5550296508,33562791,36738209,2020-10-16 17:15:09 KST,Link,1764,3756,493,37,318,1044,175,4674,3,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161382620306509,"President Donald Trump could not definitively say on Thursday whether he was tested for the coronavirus on the day of his first presidential debate against Democratic nominee Joe Biden. After being repeatedly asked, he said: ""Possibly I did, possibly I didn't.""",https://cnn.it/3j86tW1,https://www.cnn.com/2020/10/15/politics/donald-trump-coronavirus-test-town-hall/index.html?utm_content=2020-10-16T08%3A15%3A06&utm_medium=social&utm_term=link&utm_source=fbCNN,,Trump couldn't -- or wouldn't -- say if he got Covid test on debate day,,,,"12,264",2.01
CNN,cnn,5550296508,34012277,37308148,2020-11-23 03:31:12 KST,Link,2853,2272,1161,30,489,183,4226,978,45,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161494796761509,"More than 83,000 Covid-19 patients were hospitalized Saturday, according to the Covid Tracking Project. That's the 12th straight day that the US has broken its record for Covid-19 hospitalizations.",https://cnn.it/2IZMH39,https://www.cnn.com/2020/11/22/health/us-coronavirus-sunday/index.html?utm_source=fbCNN&utm_term=link&utm_medium=social&utm_content=2020-11-22T18%3A31%3A09,,Nearly a quarter of all Covid-19 cases in the US were reported in November. Now hospitalizations reach a record high,,,,"12,237",2.01
CNN,cnn,5550296508,33526545,36652298,2020-10-02 22:31:23 KST,Link,4707,3538,699,38,329,1511,1248,56,96,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161340961261509,"The residence staff, who serve, cook and clean for the first family, is ""very careful, but there is concern,"" the source said.",https://cnn.it/3l8wCFW,https://www.cnn.com/2020/10/02/politics/white-house-residence-staff-covid-19/index.html?utm_medium=social&utm_content=2020-10-02T13%3A31%3A20&utm_term=link&utm_source=fbCNN,,"White House residence staff 'nervous' after Trumps test positive for Covid-19, source says",,,,"12,222",2
CNN,cnn,5550296508,33410365,37464652,2020-08-02 14:31:08 KST,Link,6523,2067,1100,705,243,59,1256,11,255,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161151368996509,"""Breaking Bad"" star Bryan Cranston has appealed to his fans to ""keep wearing the damn mask,"" after revealing that he contracted Covid-19.",https://cnn.it/2EHuBAy,https://www.cnn.com/2020/07/31/entertainment/bryan-cranston-covid-intl-scli/index.html?utm_term=link&utm_content=2020-08-02T05%3A31%3A02&utm_source=fbCNN&utm_medium=social,,Bryan Cranston says he had Covid-19 and shares a video of himself donating plasma,,,,"12,219",1.55
CNN,cnn,5550296508,32336107,34332941,2020-03-20 04:00:50 KST,Link,2572,1188,2753,25,2799,39,2788,52,0,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160591811816509,"Eight out of ten people in the Spanish capital will get Covid-19, according to the president of the Region of Madrid, Isabel Díaz Ayuso",https://cnn.it/2vD04ja,https://www.cnn.com/2020/03/19/europe/spain-coronavirus-madrid-covid-intl/index.html?utm_source=fbCNN&utm_medium=social&utm_term=link&utm_content=2020-03-19T19%3A00%3A44,,"In Madrid, 80% of people expected to get COVID-19, official says", ,,,"12,216",1.55
CNN,cnn,5550296508,32493431,34729494,2020-03-26 00:31:18 KST,Link,2858,1067,2558,15,822,9,4803,40,0,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160620880026509,"Spain has now recorded 3,434 deaths from coronavirus, health officials say. In China, 3,281 people have died, according to its National Health Commission.",https://cnn.it/2Jf1H9P,https://edition.cnn.com/world/live-news/coronavirus-outbreak-03-25-20-intl-hnk/h_06b0a776e96de18394f24ffcb406e46f?utm_medium=social&utm_content=2020-03-25T15%3A31%3A14&utm_term=link&utm_source=fbCNN,,"Spain overtakes China in Covid-19 deaths, rising to second worldwide", ,,,"12,172",1.55
CNN,cnn,5550296508,33068590,35760247,2020-05-10 13:31:09 KST,Link,7203,404,494,2751,139,12,102,2,1061,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160834314736509,"Terry Crews writes about how his wife had breast cancer in February, underwent a double mastectomy in early March and now is recovering during the coronavirus pandemic",https://cnn.it/2yJ7bYH,https://www.cnn.com/2020/05/08/opinions/terry-crews-rebecca-mothers-day-tribute-breast-cancer-pandemic/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2020-05-10T04%3A31%3A04&utm_term=link,,Terry Crews: A Mother's Day tribute to my wife's strength,"The actor and host writes about his wife, Rebecca, finding out she had breast cancer in February, having a double mastectomy in early March and now having to go through recovery during the Covid-19 pandemic.",,,"12,168",1.55
CNN,cnn,5550296508,33107334,35826863,2020-05-20 21:00:21 KST,Link,7321,2078,976,1145,76,102,23,406,40,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160875540026509,The state's attorney general is appealing,https://cnn.it/3bUFQRb,https://www.cnn.com/2020/05/19/politics/texas-federal-coronavirus-absentee-voting-granted/index.html?utm_source=fbCNN&utm_medium=social&utm_term=link&utm_content=2020-05-20T12%3A00%3A18,,Federal judge rules Texans afraid of catching Covid-19 can vote by mail, ,,,"12,167",1.55
CNN,cnn,5550296508,33526545,36652298,2020-10-03 00:14:08 KST,Link,4358,3649,364,268,94,3208,41,82,86,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161341222696509,"Russia's Vladimir Putin: ""I am sure that your inherent vitality, good spirits and optimism will help you cope with the dangerous virus."" Germany's Angela Merkel: ""I send all my best wishes to Donald and Melania Trump. I hope that you will get over the #corona infection and will soon be completely healthy again. @POTUS @FLOTUS."" Israel's Benjamin Netanyahu: ""Like millions of Israelis, Sara and I are thinking of President Donald Trump and First Lady Melania Trump and wish our friends a full and speedy recovery.""",https://cnn.it/30rPxn4,https://www.cnn.com/2020/10/02/world/world-reacts-trump-coronavirus-intl/index.html?utm_medium=social&utm_content=2020-10-02T15%3A14%3A04&utm_term=link&utm_source=fbCNN,,"Merkel, Putin, Netahyahu and other leaders wish Trump well after positive Covid-19 test",,,,"12,150",1.99
CNN,cnn,5550296508,33372355,37381851,2020-07-13 02:45:12 KST,Link,3048,2509,1768,25,1521,177,2630,445,23,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161084079326509,"The Florida Department of Health reported 15,299 new Covid-19 cases Sunday, the highest number of new cases reported in a single day by any state since the coronavirus pandemic began.",https://cnn.it/301s5fx,https://www.cnn.com/2020/07/12/health/us-coronavirus-sunday/index.html?utm_term=link&utm_medium=social&utm_content=2020-07-12T17%3A45%3A08&utm_source=fbCNN,,Florida sets new single-day record for new Covid-19 cases of any state nationwide,,,,"12,146",1.54
CNN,cnn,5550296508,33565862,36751379,2020-10-19 19:00:23 KST,Link,7267,598,1509,1513,1134,19,3,3,57,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161391896766509,Anika Chebrolu's winning invention uses in-silico methodology to discover a lead molecule that can selectively bind to the spike protein of the SARS-CoV-2 virus.,https://cnn.it/348sIHc,https://www.cnn.com/2020/10/18/us/anika-chebrolu-covid-treatment-award-scn-trnd/index.html?utm_term=link&utm_medium=social&utm_content=2020-10-19T10%3A00%3A20&utm_source=fbCNN&fbclid=IwAR1KL04xCncH-SA3xtmy_ycx_KiguLZGmGkay2ssCAH375gEbjZFAbjYmhc,,This 14-year-old girl won a $25K prize for a discovery that could lead to a cure for Covid-19,,,,"12,103",1.98
CNN,cnn,5550296508,33399619,37444687,2020-07-29 12:15:52 KST,Native Video,2213,3499,1685,83,238,3038,126,1195,12,crosspost,339773,377176,585414,00:02:45,https://www.facebook.com/cnn/posts/10161137690591509,Pres. Trump abruptly ended his coronavirus briefing following a question by CNN’s Kaitlan Collins. The President defended tweets he shared that supported the use of hydroxychloroquine and called a doctor who was spreading conspiracy theories on Covid-19 “very impressive.” https://cnn.it/308tv9i:=:https://www.cnn.com/videos/business/2020/07/28/trump-briefing-tweet-question-collins-sitroom-bts-vpx.cnn?utm_medium=social&amp;utm_source=fbCNN&amp;utm_content=2020-07-29T00:03:56,https://www.facebook.com/cnn/videos/904284363425904/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fwww.facebook.com%252Flogin%252F%253Fnext%253Dhttps%25253A%25252F%25252Fwww.facebook.com%25252Flogin%25252F%25253Fnext%25253Dhttps%2525253A%2525252F%2525252Fwww.facebook.com%2525252Flogin%2525252F%2525253Fnext%2525253Dhttps%252525253A%252525252F%252525252Fwww.facebook.com%252525252Flogin%252525252F%252525253Fnext%252525253Dhttps%25252525253A%25252525252F%25252525252Fwww.facebook.com%25252525252Flogin%25252525252F%25252525253Fnext%25252525253Dhttps%2525252525253A%2525252525252F%2525252525252Fwww.facebook.com%2525252525252Flogin%2525252525252F%2525252525253Fnext%2525252525253Dhttps%252525252525253A%252525252525252F%252525252525252Fwww.facebook.com%252525252525252Flogin%252525252525252F%252525252525253Fnext%252525252525253Dhttps%25252525252525253A%25252525252525252F%25252525252525252Fwww.facebook.com%25252525252525252Flogin%25252525252525252F%25252525252525253Fnext%25252525252525253Dhttps%2525252525252525253A%2525252525252525252F%2525252525252525252Fwww.facebook.com%2525252525252525252Fcnn%2525252525252525252Fvideos%2525252525252525252F904284363425904%2525252525252525252F,,Trump walks out of briefing after CNN question,,,,"12,089",3.63
CNN,cnn,5550296508,33371175,37378581,2020-07-11 13:00:52 KST,Link,2944,1488,3197,17,1975,116,1956,371,24,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161079031851509,"Three people have tested positive for coronavirus after taking a Delta Air Lines flight from Atlanta to Albany, New York. The passengers were not symptomatic on the flight, but began showing symptoms on July 7.",https://cnn.it/325dH8D,https://www.cnn.com/2020/07/10/us/delta-air-lines-coronavirus-passengers/index.html?utm_term=link&utm_medium=social&utm_source=fbCNN&utm_content=2020-07-11T04%3A00%3A46,,"3 people test positive for Covid-19 after taking Delta flight from Atlanta to Albany, airline says",,,,"12,088",1.53
CNN,cnn,5550296508,33803598,37047953,2020-11-07 23:00:21 KST,Link,3818,2376,533,81,492,2951,262,1564,10,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161448163826509,"Mark Meadows was at a number of public events without a mask, including what was supposed to be an election night victory party for President Trump",https://cnn.it/2IbJxsk,https://www.cnn.com/politics/live-news/trump-biden-election-results-11-07-20/h_5c4c8ac3054e6604d6f42f3978aa004c?utm_term=link&utm_medium=social&utm_content=2020-11-07T14%3A00%3A18&utm_source=fbCNN&fbclid=IwAR38_Mlsycy7_F4d90g2I5KAQU-R9auVhp2_q3RIxlODksJquNqlB3O9A44&fbclid=IwAR114VW6kCIs4Dmn2DOMp4tUjzngeO8L3uM0DYTLgaV4wuMhsb50UObLGjo&fbclid=IwAR3dTcBVYNUiAQo9loU10W3MmYwdpC84jBrIjzJEieKggwb3zcl4EUSiYKM,,"White House chief of staff, who tested positive for Covid-19, was at many Trump Election Day events",,,,"12,087",1.98
CNN,cnn,5550296508,33326132,37278417,2020-06-15 19:30:18 KST,Link,4435,2138,2283,24,755,216,2044,156,30,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160977233621509,"Cases have increased in 18 states over the past week, with six states reporting more than a 50% jump.",https://cnn.it/2C94otm,https://www.cnn.com/2020/06/15/us/us-coronavirus-monday/index.html?utm_content=2020-06-15T10%3A30%3A14&utm_term=link&utm_source=fbCNN&utm_medium=social,,Dr. Fauci says normalcy may not return until next year following Covid-19 case spikes,"A return to normalcy following the Covid-19 pandemic could come within a year, but people need to tamp down their expectations for typical summer travel and activities, Dr. Anthony Fauci told British newspaper The Telegraph in a story published Sunday.",,,"12,081",1.53
CNN,cnn,5550296508,33351298,37329287,2020-06-29 03:45:12 KST,Link,3541,2564,1754,18,302,270,2348,1243,20,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161028567496509,"Health Secretary Alex Azar says the ""window is closing"" for the US to get the Covid-19 pandemic under control, as confirmed cases are surging in a majority of the country and some states are dealing with record numbers of hospitalizations",https://cnn.it/2Vr1DdP,https://www.cnn.com/2020/06/28/politics/hhs-alex-azar-coronavirus-rise-in-cases-cnntv/index.html?utm_term=link&utm_content=2020-06-28T18%3A45%3A08&utm_source=fbCNN&utm_medium=social,,"'Window is closing' for US to get coronavirus under control, Trump's HHS secretary warns",,,,"12,060",1.53
CNN,cnn,5550296508,33470547,37596821,2020-08-22 06:14:06 KST,Link,1746,3766,1097,28,330,1817,616,2639,15,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161214030961509,"Coronavirus cases linked to the Sturgis motorcycle rally in South Dakota last week have now reached across state lines to Nebraska, public health officials said",https://cnn.it/3l711oN,https://www.cnn.com/2020/08/21/us/sturgis-motorcyle-rally-sd-covid-nebraska-trnd/index.html?utm_term=link&utm_content=2020-08-21T21%3A14%3A03&utm_medium=social&utm_source=fbCNN,,Covid-19 cases tied to the Sturgis motorcycle rally in South Dakota have reached across state lines,,,,"12,054",1.53
CNN,cnn,5550296508,33533277,36666384,2020-10-03 12:32:08 KST,Link,4059,3594,781,63,575,2684,73,149,47,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161343020591509,"President Trump is now “in a race” against coronavirus, the CEO of biotechnology company Regeneron said after the drugmaker provided a dose of its experimental antibody treatment to the President on Friday",https://cnn.it/30srWmn,https://www.cnn.com/2020/10/02/health/trump-regeneron-antibody-treatment/index.html?utm_source=fbCNN&utm_medium=social&utm_term=link&utm_content=2020-10-03T03%3A32%3A03,,"Trump 'in a race' against  Covid-19 and experimental treatment makes it 'a fair fight,' Regeneron CEO says",,,,"12,025",1.97
CNN,cnn,5550296508,33474112,37606349,2020-08-24 03:29:05 KST,Link,1471,1946,1431,28,1331,867,267,4659,12,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161219937341509,"Police in Massachusetts are looking for a man who allegedly gave a Walmart shopper a ""Covid hug.""",https://cnn.it/2FQCRyJ,https://www.cnn.com/2020/08/23/us/walmart-man-covid-hugs-trnd/index.html?utm_term=link&utm_content=2020-08-23T18%3A29%3A01&utm_source=fbCNN&utm_medium=social,,Man in Walmart gives customers hugs and tells them they now have Covid-19,,,,"12,012",1.53
CNN,cnn,5550296508,33422216,37484517,2020-08-06 08:45:20 KST,Link,1940,1387,4793,19,983,112,2321,376,20,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161163222106509,"A spokesperson for the Corinth School District in Mississippi said that six students and one staff member tested positive for the coronavirus. The spokesperson added that 116 students have been considered in ""close contact"" of a positive case and have been sent home to quarantine for 14 days.",https://cnn.it/3fF9qvT,https://www.cnn.com/2020/08/05/us/mississippi-school-district-coronavirus-trnd/index.html?utm_content=2020-08-05T23%3A45%3A13&utm_source=fbCNN&utm_term=link&utm_medium=social&fbclid=IwAR1eInuzXbaZk8FH8gbGmOHuvn7Up-vmaKmG1QgR8EIj0eZQJ9vwtM3u1Ng,,Over 100 students quarantined in Mississippi school district after several individuals tested positive for Covid-19,,,,"11,951",1.52
CNN,cnn,5550296508,34229089,37677002,2020-04-16 22:20:09 KST,Live Video Complete,5556,3014,1532,1635,35,41,80,40,0,crosspost,598307,656072,1607525,00:19:33,https://www.facebook.com/cnn/posts/3073295136090563,More than 2 million people around the world have been infected with Covid-19. Antibody testing and a vaccine could play a key role in determining when social distancing measures may end. Where are we with antibody testing and the race to develop a vaccine? Dr. Sanjay Gupta is here to answer your questions. What would you like to ask about this?,https://www.facebook.com/cnn/videos/3073295136090563/,,,Dr. Sanjay Gupta answers questions about antibody tests and vaccines,,,,"11,933",2.87
CNN,cnn,5550296508,33526545,36652298,2020-10-02 21:45:11 KST,Link,4779,4176,401,140,131,1588,558,96,54,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161340796606509,"Donald Trump has several risk factors for more severe Covid-19 symptoms, including his age and body mass index. Still, “the odds are very much in his favor. I don’t want to unsettle people too much with this. You know, greater than 90% - 95% chance that he will get through this, still,” said Dr. Sanjay Gupta.",https://cnn.it/30tyocB,https://www.cnn.com/politics/live-news/trump-coronavirus-positive/h_c7b6a4a2b8c40e698ffe4cc5a57a6c75?utm_source=fbCNN&utm_content=2020-10-02T12%3A45%3A05&utm_term=link&utm_medium=social,,"The odds are very much in Trump's favor, CNN's chief medical correspondent says",,,,"11,923",1.95
CNN,cnn,5550296508,33479120,37619666,2020-08-26 21:45:19 KST,Link,1670,2904,2078,46,741,838,181,3445,7,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161228305591509,"The CDC, changing its Covid-19 testing guidelines, no longer recommends testing for most people without symptoms, even if they've been in close contact with someone known to have the virus. Many doctors are puzzled by the agency's change.",https://cnn.it/2D0wHel,https://www.cnn.com/2020/08/26/health/cdc-guidelines-coronavirus-testing/index.html?utm_content=2020-08-26T12%3A45%3A14&utm_source=fbCNN&utm_medium=social&utm_term=link,,Updated CDC guidelines now say people exposed to coronavirus may not need to be tested,,,,"11,910",1.51
CNN,cnn,5550296508,33361145,37352128,2020-07-05 08:30:16 KST,Link,2249,804,965,499,70,15,6228,23,998,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161056774176509,The couple's son said a nurse arranged for his mom and dad to be together during their last moments.,https://cnn.it/38qtz6C,https://www.cnn.com/2020/06/30/us/coronavirus-couple-holding-hands-trnd/index.html?utm_content=2020-07-04T23%3A30%3A09&utm_term=link&utm_source=fbCNN&utm_medium=social&fbclid=IwAR35-ge_av_jJknG10YqAYsbRH6tytcngx-MqSzheXRwzyPGuEdyMiYp3Sc,,"After 53 years of marriage, a Texas couple died from Covid-19 while holding hands",,,,"11,851",1.5
CNN,cnn,5550296508,33565862,36751379,2020-10-19 18:31:09 KST,Link,5909,3821,424,152,48,1380,26,51,10,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161391836676509,"Dr. Anthony Fauci said he is ""absolutely not"" surprised President Donald Trump contracted Covid-19 after seeing him surrounded by people not wearing face masks and flouting best public health practices.",https://cnn.it/2IJ9fEW,https://www.cnn.com/2020/10/18/politics/fauci-trump-coronavirus/index.html?utm_medium=social&utm_content=2020-10-19T09%3A31%3A07&utm_source=fbCNN&utm_term=link,,Fauci says he is 'absolutely not' surprised Trump got Covid-19,,,,"11,821",1.94
CNN,cnn,5550296508,34229089,37677002,2020-11-29 01:00:11 KST,Link,2686,3961,845,20,187,550,3305,225,38,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161511522211509,"As Thanksgiving week draws to an end, more experts are warning the Covid-19 pandemic will likely get much worse in the coming weeks before a possible vaccine begins to offer some relief.",https://cnn.it/3lkWH46,https://www.cnn.com/2020/11/28/health/us-coronavirus-saturday/index.html?utm_term=link&utm_medium=social&utm_source=fbCNN&utm_content=2020-11-28T16%3A00%3A07,,"US is 'rounding the corner into a calamity,' expert says, with Covid-19 deaths projected to double soon","As Thanksgiving week draws to an end, more experts are warning the Covid-19 pandemic will likely get much worse in the coming weeks before a possible vaccine begins to offer some relief.",,,"11,817",-1.16
CNN,cnn,5550296508,32193672,33948747,2020-03-13 15:01:21 KST,Link,7477,1101,869,1382,50,28,900,1,0,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160563729176509,"""We have Covid-19 and are in isolation so we do not spread it to anyone else,"" Tom Hanks said. ""There are those for whom it could lead to a very serious illness. We are taking it one-day-at-a-time. There are things we can all do to get through this by following the advice of experts and taking care of ourselves and each other, no?""",https://cnn.it/2Qa3ukz,https://edition.cnn.com/2020/03/13/entertainment/tom-hanks-rita-wilson-coronavirus-update/index.html?utm_source=fbCNN&utm_term=link&utm_content=2020-03-13T06%3A01%3A15&utm_medium=social&fbclid=IwAR0ltr7VT5MFGJl65L108tUMQyw9ZYpMJRglbKnbxlZfFpfu9gSiwLy2opA,,Tom Hanks and Rita Wilson share update after coronavirus diagnosis, ,,,"11,808",1.5
CNN,cnn,5550296508,33508474,36570186,2020-09-21 07:15:07 KST,Link,2719,3206,1152,27,177,342,3018,1111,22,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161307474956509,"Despite making progress after a difficult summer, most of the US is heading in the wrong direction again as the nation closes in on 200,000 Covid-19 deaths.",https://cnn.it/3mxfoDs,https://www.cnn.com/2020/09/20/health/us-coronavirus-sunday/index.html?utm_source=fbCNN&utm_content=2020-09-20T22%3A15%3A04&utm_term=link&utm_medium=social&fbclid=IwAR1BI3gqAJ1V49Hz9u2ujxbYmk9adIdam5Q-hkTTE8YZMgqhFNJv_lCFPOY,,"Most of the US is headed in the wrong direction again with Covid-19 cases as deaths near 200,000",,,,"11,774",1.5
CNN,cnn,5550296508,33533277,36666384,2020-10-04 02:30:40 KST,Link,2930,5135,783,90,379,2230,108,39,52,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161344798496509,"The next 48 hours will be critical for President Donald J. Trump as he fights Covid-19, a source familiar with the President's health told reporters. https://cnn.it/3l9nNLL:=:https://www.cnn.com/2020/10/03/politics/donald-trump-coronavirus-walter-reed/index.html?utm_source=fbCNN&utm_medium=social&utm_term=link&utm_content=2020-10-03T17%3A30%3A37",https://cnn.it/3l9nNLL,https://www.cnn.com/2020/10/03/politics/donald-trump-coronavirus-walter-reed/index.html?utm_source=fbCNN&utm_medium=social&utm_term=link&utm_content=2020-10-03T17%3A30%3A37,,Source tells reporters: Next 48 hours will be critical for Trump,,,,"11,746",1.93
CNN,cnn,5550296508,33107334,35826863,2020-05-20 23:26:07 KST,Link,6968,1974,1592,485,422,59,150,26,40,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160875951431509,"Calling the border with the United States a clear point of ""vulnerability"" for Canada in terms of Covid-19 infections, Canadian Prime Minister Justin Trudeau announced Tuesday that by mutual agreement, the border will remain closed to nonessential travel until at least June 21",https://cnn.it/2Zn9PhK,https://edition.cnn.com/travel/article/us-canada-border-coronavirus/index.html?utm_term=link&utm_content=2020-05-20T14%3A26%3A04&utm_source=fbCNN&utm_medium=social,,US-Canada border will remain closed to nonessential travel for at least another month, ,,,"11,716",1.49
CNN,cnn,5550296508,33512510,36585221,2020-09-25 11:32:10 KST,Link,2285,4932,573,48,184,357,1784,1525,25,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161319043436509,"The sign was made to evoke emotion that the United States is leading the world in Covid-19 deaths, but it stirred a different kind of outrage",https://cnn.it/3kM6y3c,https://www.cnn.com/2020/09/24/us/covid-death-sign-illinois-trnd/index.html?utm_source=fbCNN&utm_medium=social&utm_term=link&utm_content=2020-09-25T02%3A32%3A04&fbclid=IwAR0cq2jTecdndi7WToZpotzXTW-nLnXzjyaEcKU8J2xj51MQuaz8wh66yPo&fbclid=IwAR1ttWmYpkhcuUFqhn-xO5iS_z_TFR9qMYus6vMJhyT7tGKFqfMhUH1D1Cc,,"A sign reminding people of the 200,000 US Covid deaths vandalized five times in 6 days",,,,"11,713",1.49
